indicator_id,region_id,date,value
ZSFH,30516,2011-04-30,90870.138070457
ZSFH,216668,2011-09-30,216863.493932412
ZATT,36112,2011-04-30,180077.695610434
ZCON,58683,2011-05-31,2489087.0
ZSFH,25159,2011-11-30,175373.111127526
ZSFH,812876,2011-09-30,76853.0805992189
Z2BR,32890,2011-10-31,75974.9198761483
Z5BR,71716,2011-08-31,391031.884764787
ZCON,343870,2011-07-31,204949.0
ZSFH,274966,2011-09-30,588758.001938252
Z3BR,27652,2011-11-30,343324.791489653
ZALL,394856,2011-05-31,149925.020494865
Z5BR,4029,2011-09-30,168942.0
Z2BR,51590,2011-03-31,156827.440635595
Z5BR,398699,2011-03-31,222499.0
ZABT,35687,2011-03-31,233052.471484169
ZSFH,32867,2011-07-31,154937.148633953
Z5BR,762247,2011-08-31,607213.0
ZALL,70926,2011-06-30,67554.9058095638
Z4BR,2512,2011-12-31,197068.0
ZSFH,809208,2011-11-30,207782.111666124
ZATT,9767,2011-12-31,583550.465422251
ZALL,81661,2011-03-31,122626.0
ZCON,274266,2011-08-31,147439.0
Z1BR,76555,2011-09-30,96458.0
ZALL,59500,2011-07-31,169498.063207056
ZCON,79508,2011-01-31,157167.366351472
ZSFH,51609,2011-05-31,261929.600317927
Z3BR,31341,2011-02-28,329632.1289449
ZALL,267002,2011-02-28,173516.994041956
ZCON,275543,2011-04-30,284726.0
Z3BR,195067,2011-12-31,309356.0
Z2BR,58377,2011-08-31,145853.944127608
ZSFH,18370,2011-12-31,115804.907139398
ZSFH,66819,2011-02-28,274933.709621013
Z4BR,145666,2011-12-31,224803.801462103
Z5BR,97968,2011-06-30,965662.0
Z3BR,273589,2011-06-30,124388.631193738
ZSFH,72534,2011-10-31,194674.790520618
Z2BR,67182,2011-08-31,180128.088627768
ZSFH,24414,2011-02-28,126367.853937855
ZALL,52041,2011-05-31,184540.555718907
ZSFH,84433,2011-11-30,206560.588061524
Z4BR,266126,2011-03-31,246063.816589007
ZATT,42410,2011-07-31,160694.0
Z4BR,86529,2011-09-30,45160.0
ZALL,93418,2011-07-31,236552.0
Z1BR,34538,2011-10-31,59653.0
ZSFH,78601,2011-04-30,104679.700493151
ZSFH,16584,2011-02-28,241194.551759206
Z2BR,38272,2011-10-31,67841.1382674153
ZSFH,35659,2011-04-30,120096.648269327
Z4BR,81866,2011-02-28,167758.0
ZSFH,761797,2011-05-31,359960.791698131
ZABT,2275,2011-01-31,120939.523784791
ZSFH,65141,2011-11-30,130904.548856719
ZABT,18941,2011-04-30,176559.088040869
Z4BR,9896,2011-08-31,254692.0
Z3BR,228034,2011-12-31,83846.0
Z5BR,60669,2011-01-31,491001.0
ZSFH,807002,2011-08-31,228498.526044187
Z2BR,81691,2011-06-30,70996.0
Z1BR,5238,2011-08-31,104927.0
Z4BR,65549,2011-06-30,86829.0
ZALL,397565,2011-03-31,116863.262963982
Z2BR,84829,2011-09-30,71463.376317713
ZALL,82783,2011-04-30,165214.0
ZSFH,35191,2011-05-31,159094.0
Z3BR,403495,2011-05-31,366412.0
ZSFH,236797,2011-09-30,251721.06965473
Z2BR,42755,2011-07-31,62360.5007451987
Z5BR,763245,2011-04-30,471731.0
Z3BR,11671,2011-07-31,82558.0332301507
Z2BR,79993,2011-06-30,52312.0
ZABT,1241,2011-04-30,259792.849676008
ZCON,71858,2011-07-31,207242.909489719
ZABT,1407,2011-05-31,107479.145175336
Z3BR,816385,2011-05-31,192603.656346313
Z2BR,418096,2011-08-31,77952.0
Z5BR,394733,2011-11-30,367116.863724244
ZATT,22131,2011-10-31,341598.973849356
Z4BR,11048,2011-08-31,372288.637507755
ZCON,62027,2011-05-31,341672.806517498
Z5BR,131043,2011-11-30,1167324.0
Z5BR,79671,2011-04-30,364554.416834728
Z3BR,241610,2011-05-31,140931.275398271
Z3BR,809473,2011-12-31,98076.1473456278
ZSFH,268995,2011-03-31,163983.256385624
Z3BR,6672,2011-10-31,172089.476835949
Z4BR,16216,2011-09-30,372212.311122297
Z2BR,276331,2011-04-30,407738.523037611
ZSFH,206745,2011-08-31,120532.86716377
Z3BR,91356,2011-10-31,116911.432329158
Z1BR,47689,2011-10-31,66970.0
Z3BR,78942,2011-01-31,51689.0184007135
Z4BR,762708,2011-11-30,100023.858979119
ZSFH,18964,2011-10-31,123088.89597978
ZSFH,73075,2011-07-31,229959.06706994
ZSFH,228696,2011-07-31,482755.0
ZALL,26947,2011-09-30,66228.0
Z5BR,31771,2011-03-31,159580.0
Z5BR,50052,2011-08-31,694704.0
Z2BR,43591,2011-08-31,151396.169093513
ZSFH,272807,2011-09-30,64469.7873721114
Z2BR,13849,2011-05-31,142259.091317033
Z5BR,78930,2011-02-28,207333.0
Z4BR,11847,2011-02-28,125409.582079002
Z4BR,764328,2011-03-31,198120.0
Z5BR,78249,2011-08-31,179645.0
ZSFH,73108,2011-03-31,94931.3494642128
ZSFH,65024,2011-11-30,170858.983959679
Z4BR,1604,2011-05-31,222379.833341436
ZALL,762830,2011-02-28,108377.806265582
Z1BR,99799,2011-08-31,232929.0
Z2BR,70295,2011-03-31,88336.5384805076
Z1BR,397651,2011-11-30,220627.0
Z5BR,16089,2011-09-30,151107.0
Z4BR,18475,2011-06-30,122241.0
ZSFH,81434,2011-01-31,233539.770933021
Z3BR,85375,2011-07-31,96642.0
ZALL,4519,2011-10-31,127229.989346559
Z4BR,90775,2011-03-31,125085.249836583
ZSFH,39546,2011-03-31,109142.813311582
ZSFH,276005,2011-10-31,195590.791088531
ZALL,21811,2011-03-31,42591.0
ZSFH,72066,2011-12-31,92201.0928972753
ZALL,5051,2011-10-31,97636.9585070902
Z1BR,394342,2011-05-31,37197.0
Z1BR,51134,2011-08-31,197529.0
Z3BR,274640,2011-10-31,82166.0
Z5BR,98241,2011-02-28,299922.0
ZALL,418033,2011-05-31,390630.0
ZSFH,2279,2011-01-31,129497.936016134
Z3BR,62141,2011-01-31,534209.0
Z5BR,93555,2011-05-31,431844.0
ZABT,6447,2011-07-31,58305.3840853388
Z1BR,70030,2011-12-31,123922.0
Z4BR,46340,2011-10-31,132620.810237163
Z2BR,100349,2011-06-30,175138.631785147
ZALL,816814,2011-12-31,98578.2276574968
ZALL,364,2011-12-31,101976.498000582
Z3BR,96464,2011-02-28,270315.17134702
Z4BR,416003,2011-07-31,49215.0001000068
ZSFH,275873,2011-10-31,78525.3791017783
Z2BR,381,2011-02-28,81463.3958935276
ZCON,43207,2011-12-31,112107.0
Z5BR,9624,2011-08-31,149010.0
Z4BR,40531,2011-12-31,188896.69519996
ZATT,3052,2011-03-31,200666.775597143
Z3BR,11728,2011-08-31,163751.335464554
Z4BR,254690,2011-12-31,140211.0
Z1BR,13034,2011-01-31,91142.0
Z1BR,24990,2011-05-31,72601.459890603
ZABT,54101,2011-12-31,104994.243610326
Z5BR,122995,2011-11-30,193152.0
ZSFH,71976,2011-07-31,183710.712375021
Z3BR,64498,2011-07-31,61140.0
ZATT,32520,2011-07-31,212879.0
ZSFH,808290,2011-01-31,140857.009818024
ZALL,239679,2011-01-31,203687.403712506
Z4BR,1762,2011-06-30,204047.87786195
Z5BR,86342,2011-09-30,233173.0
ZATT,48896,2011-05-31,304869.0
Z4BR,91275,2011-04-30,292249.117693954
Z5BR,19235,2011-06-30,134670.0
ZATT,54406,2011-05-31,152408.0
Z5BR,60895,2011-08-31,680077.0
Z2BR,98110,2011-01-31,119956.446850422
Z3BR,762953,2011-03-31,276606.0
Z5BR,27109,2011-04-30,782261.0
Z4BR,55511,2011-05-31,228827.0
Z2BR,395075,2011-01-31,85041.2984562191
Z3BR,97185,2011-01-31,59294.4855304579
ZATT,30820,2011-04-30,216347.91899112
ZSFH,59461,2011-08-31,118169.860386234
Z3BR,45121,2011-06-30,160037.388498014
Z5BR,82156,2011-09-30,212159.701408727
Z2BR,44931,2011-03-31,55655.0
ZALL,59759,2011-01-31,144229.0
ZABT,41990,2011-03-31,70678.0830260199
ZALL,52830,2011-05-31,103081.479248703
Z1BR,39768,2011-06-30,94946.0
ZABT,8814,2011-05-31,125914.796211135
ZALL,16431,2011-11-30,98263.0
Z2BR,1029,2011-09-30,62966.2326183055
ZSFH,25489,2011-03-31,228607.980280405
Z4BR,764298,2011-10-31,1483998.0
ZSFH,60945,2011-11-30,235202.771732983
ZALL,47812,2011-01-31,205890.19871539
Z1BR,74832,2011-07-31,38394.0
ZATT,56081,2011-08-31,245217.271615832
Z4BR,46080,2011-11-30,1109243.29145726
ZSFH,416985,2011-08-31,1093793.00006969
Z5BR,398148,2011-04-30,262703.0
Z1BR,82060,2011-06-30,154914.0
Z2BR,398582,2011-03-31,160554.0
ZCON,25659,2011-02-28,114932.140613002
ZSFH,811038,2011-05-31,373260.56092482
ZSFH,71120,2011-10-31,71019.4758153097
ZABT,27310,2011-09-30,73753.0
Z4BR,141468,2011-06-30,181987.0
Z4BR,87014,2011-08-31,161117.823669183
Z3BR,275694,2011-07-31,465948.0
ZSFH,9932,2011-02-28,106916.6091423
ZSFH,77166,2011-07-31,97911.37069661
Z3BR,97217,2011-03-31,115998.102246252
Z3BR,97175,2011-06-30,64101.6601808497
ZCON,31209,2011-10-31,58747.7641694229
Z4BR,22638,2011-04-30,98044.0
ZSFH,808286,2011-01-31,198804.239960522
Z3BR,1794,2011-05-31,105294.894811939
Z3BR,62596,2011-11-30,147263.842988011
Z4BR,44661,2011-07-31,207264.242911443
ZALL,415942,2011-10-31,26096.8828915296
ZALL,14803,2011-10-31,155652.802642824
ZSFH,232,2011-04-30,168411.848844889
ZALL,63332,2011-11-30,88964.0
Z2BR,8867,2011-10-31,119778.0
Z2BR,22886,2011-06-30,222385.593508943
ZSFH,84269,2011-01-31,252521.0
Z2BR,60938,2011-09-30,130629.0
Z2BR,64069,2011-02-28,108526.0
Z3BR,65289,2011-12-31,110985.0
ZSFH,805393,2011-08-31,542425.461790627
Z5BR,24833,2011-07-31,225133.0
Z2BR,399195,2011-04-30,75254.5085968475
Z4BR,273895,2011-07-31,225081.495205883
ZABT,1305,2011-10-31,73715.2589938426
Z1BR,62894,2011-01-31,78386.0
Z5BR,89594,2011-03-31,171373.0
Z3BR,273609,2011-01-31,233169.388744827
Z4BR,4148,2011-11-30,148137.197904789
Z4BR,25537,2011-09-30,253871.87827691
ZSFH,74827,2011-08-31,88462.0
Z3BR,93541,2011-06-30,43768.0
Z5BR,90806,2011-08-31,581719.076542915
ZALL,83407,2011-11-30,113137.0
Z2BR,58629,2011-05-31,610934.25052501
ZABT,15466,2011-12-31,50025.0
Z5BR,96379,2011-03-31,1028964.44030835
Z2BR,64904,2011-01-31,157768.0
Z3BR,89131,2011-04-30,41322.0793075062
Z3BR,64464,2011-08-31,117448.0
ZALL,62928,2011-03-31,145074.0
Z1BR,62048,2011-02-28,424856.534551615
Z3BR,32777,2011-08-31,95190.6029077965
Z4BR,207441,2011-12-31,301957.570035084
Z4BR,82822,2011-11-30,139507.0
Z2BR,265,2011-10-31,87910.6618417087
Z5BR,154418,2011-08-31,173752.0
ZABT,689,2011-08-31,73987.1108234516
ZATT,38809,2011-03-31,259372.399946611
ZSFH,90913,2011-01-31,88251.2303444673
ZALL,91199,2011-11-30,86671.8689452665
ZATT,19434,2011-05-31,890495.500862275
ZSFH,53562,2011-12-31,171593.21373634
ZSFH,57064,2011-11-30,132612.0
Z1BR,42385,2011-09-30,115984.0
Z2BR,126264,2011-06-30,48055.1606292209
Z3BR,274597,2011-02-28,93565.0
ZSFH,2685,2011-06-30,73655.5006946452
ZALL,68122,2011-04-30,126287.0
ZABT,397986,2011-10-31,154215.0
ZCON,395073,2011-12-31,125843.0
Z4BR,276507,2011-05-31,1813963.86662111
ZATT,34609,2011-12-31,248313.781649101
Z3BR,403112,2011-02-28,38000.8679074727
Z5BR,58642,2011-05-31,314031.0
Z3BR,394327,2011-04-30,260423.776710545
ZALL,9525,2011-11-30,333633.596994302
Z4BR,343446,2011-08-31,142875.0
Z4BR,761280,2011-03-31,173840.0
ZALL,81463,2011-11-30,48239.0
Z1BR,398392,2011-11-30,66493.0
ZABT,37356,2011-01-31,1650780.0
Z2BR,60683,2011-10-31,179912.0
ZSFH,417627,2011-03-31,235147.549189167
Z3BR,71602,2011-04-30,88038.0
ZCON,1948,2011-02-28,287161.060239069
Z2BR,87070,2011-03-31,69578.0
Z3BR,27515,2011-06-30,479485.423409232
Z4BR,403190,2011-05-31,323878.5864058
Z1BR,84333,2011-08-31,83478.4486772005
Z1BR,761589,2011-10-31,182647.0
ZATT,395070,2011-05-31,278189.46719409
Z5BR,21583,2011-02-28,219713.0
ZSFH,13294,2011-05-31,155640.943523609
ZATT,28883,2011-05-31,383200.0
ZALL,31354,2011-06-30,171399.285109324
ZSFH,807363,2011-06-30,405244.41039112
Z3BR,59959,2011-09-30,210413.0
Z3BR,271889,2011-08-31,185633.517792107
Z2BR,639,2011-05-31,40368.1088771261
ZALL,395087,2011-09-30,107890.023708481
ZABT,21315,2011-03-31,36791.287741767
ZATT,19479,2011-02-28,124943.0
Z3BR,82558,2011-03-31,161590.0
ZABT,57184,2011-05-31,35054.0
Z4BR,63377,2011-07-31,162311.03352685
Z3BR,417068,2011-02-28,107210.0
Z5BR,29073,2011-11-30,392751.0
ZATT,3588,2011-02-28,258842.494400722
Z4BR,27200,2011-07-31,116412.003690919
ZALL,46342,2011-02-28,192999.129870639
ZALL,16599,2011-03-31,64837.0
ZATT,6227,2011-02-28,187607.135579009
ZATT,6227,2011-09-30,185152.62899239
Z3BR,274103,2011-08-31,123728.0
Z5BR,91268,2011-11-30,169071.361971077
ZCON,10889,2011-12-31,46735.9760271711
ZALL,58342,2011-05-31,166070.944343478
ZSFH,1484,2011-09-30,106776.0
ZALL,416737,2011-10-31,105746.0
Z2BR,207197,2011-05-31,177447.880578138
ZATT,55934,2011-05-31,126594.0
Z2BR,30399,2011-02-28,211725.857368022
Z2BR,342763,2011-05-31,81538.1149977227
ZATT,398323,2011-12-31,154770.0
ZSFH,275476,2011-02-28,21302.2686434738
Z4BR,91058,2011-12-31,172812.361272328
Z3BR,761028,2011-04-30,211608.928803038
Z4BR,71849,2011-02-28,97804.0
ZALL,82115,2011-04-30,186932.505059791
ZABT,38229,2011-03-31,49719.0
ZCON,79440,2011-06-30,32944.0
ZSFH,33865,2011-04-30,110443.047363295
Z3BR,275684,2011-09-30,93613.4881747647
Z4BR,36718,2011-11-30,253343.801684842
Z1BR,267955,2011-02-28,32994.3066822443
Z4BR,761264,2011-11-30,115643.253846819
ZALL,272947,2011-12-31,145350.227651851
ZSFH,270110,2011-01-31,349247.401669394
Z4BR,806519,2011-08-31,211934.526112296
Z5BR,19354,2011-02-28,98068.0
Z3BR,762646,2011-01-31,1302845.0
ZSFH,806957,2011-03-31,220878.110924839
ZSFH,812939,2011-09-30,397708.323214812
ZABT,14915,2011-12-31,73258.1857300664
Z5BR,269841,2011-03-31,340129.0
Z3BR,762635,2011-03-31,214000.0
Z3BR,55145,2011-04-30,180101.858655945
ZSFH,112983,2011-02-28,80862.2180080135
ZCON,94632,2011-02-28,131848.0
Z5BR,62259,2011-07-31,522386.285853865
ZATT,18060,2011-03-31,249124.358902051
Z4BR,271979,2011-06-30,383241.0
Z1BR,3627,2011-12-31,41029.0
ZALL,32981,2011-01-31,83126.0
Z3BR,54024,2011-11-30,94629.9344764337
Z5BR,30253,2011-11-30,168905.0
ZSFH,84209,2011-12-31,242634.08064707
ZATT,34649,2011-06-30,127768.0
ZALL,65074,2011-09-30,131109.0
ZSFH,55593,2011-03-31,51038.0
Z2BR,84753,2011-06-30,96062.0
Z2BR,45367,2011-07-31,102228.0
ZALL,5291,2011-08-31,186677.377336949
ZSFH,762316,2011-02-28,212966.72684838
Z2BR,72775,2011-03-31,46965.6859012953
Z2BR,88570,2011-02-28,76856.0
ZSFH,63550,2011-07-31,253745.851102381
Z3BR,81720,2011-02-28,106371.209559179
Z2BR,70727,2011-02-28,145160.0
ZALL,126341,2011-09-30,59776.5461503034
ZATT,46182,2011-07-31,215725.5824532
ZSFH,24034,2011-04-30,106637.0
Z5BR,97761,2011-06-30,756047.76844378
Z5BR,71956,2011-04-30,116462.0
Z4BR,817301,2011-12-31,156851.944198062
Z5BR,761509,2011-12-31,264961.0
ZALL,36569,2011-02-28,126063.0
ZALL,417875,2011-03-31,77252.0
Z5BR,127284,2011-05-31,358605.0
ZALL,8747,2011-11-30,295218.25453253
ZSFH,70646,2011-06-30,77607.0
ZALL,763095,2011-05-31,223298.0
Z4BR,24692,2011-03-31,214791.016379792
Z4BR,74932,2011-05-31,37064.0
Z3BR,34037,2011-10-31,549848.415717208
ZSFH,99194,2011-11-30,210166.819424569
ZABT,3592,2011-04-30,27857.0
Z2BR,79840,2011-06-30,56723.0
Z3BR,80880,2011-07-31,93361.0
ZATT,394842,2011-03-31,191357.337553446
ZSFH,275885,2011-10-31,17311.5705555969
Z2BR,75363,2011-08-31,68251.0
Z3BR,890,2011-01-31,149978.845859716
ZSFH,84348,2011-10-31,952931.831573914
Z5BR,67080,2011-02-28,157641.0
Z2BR,66220,2011-05-31,182648.999696201
ZSFH,86307,2011-03-31,181166.946144275
ZALL,32489,2011-03-31,165203.315117929
ZSFH,272293,2011-02-28,147770.808131747
Z1BR,72706,2011-02-28,49330.2656958167
Z4BR,45595,2011-05-31,167810.0
ZCON,1128,2011-07-31,174218.0
ZALL,144110,2011-03-31,83389.851203278
ZABT,47405,2011-06-30,51071.8358057803
Z3BR,84353,2011-10-31,150099.734459418
ZABT,302,2011-07-31,58040.6952705249
ZABT,28490,2011-09-30,22210.0
ZABT,16075,2011-07-31,38457.0
ZALL,28475,2011-12-31,92116.2305526202
Z4BR,38979,2011-10-31,124219.0
ZCON,61892,2011-11-30,541679.0
Z4BR,955,2011-09-30,120393.0
Z4BR,83059,2011-10-31,99989.0
ZSFH,63451,2011-06-30,34178.0
ZSFH,10590,2011-11-30,47342.0
ZALL,77753,2011-11-30,104030.286654276
ZCON,78634,2011-07-31,83928.0
Z3BR,98578,2011-03-31,205894.0
Z5BR,216886,2011-02-28,221012.0
ZSFH,86675,2011-01-31,111760.0
ZALL,68868,2011-01-31,51336.0
Z1BR,399250,2011-06-30,54443.0
Z2BR,417981,2011-11-30,131368.0
Z3BR,67899,2011-06-30,86348.0
ZSFH,67499,2011-11-30,208183.788673312
ZSFH,416325,2011-09-30,243958.543407345
Z2BR,92107,2011-05-31,51663.567474425
ZALL,78473,2011-04-30,109571.144130579
ZALL,50153,2011-11-30,99517.4155565582
Z5BR,416834,2011-08-31,617584.0
Z4BR,97505,2011-01-31,536574.163074818
ZCON,65787,2011-07-31,96406.0
Z3BR,170502,2011-06-30,95663.9674623438
ZALL,417944,2011-01-31,111910.0
Z3BR,399189,2011-10-31,134844.0
Z4BR,270474,2011-08-31,172333.0
Z5BR,20544,2011-01-31,1247550.81435187
ZATT,6334,2011-07-31,190604.190855058
ZATT,396994,2011-11-30,194785.0
ZSFH,274200,2011-07-31,129037.297379454
ZSFH,81891,2011-05-31,124810.843460709
Z3BR,271171,2011-03-31,55923.058890097
ZSFH,40737,2011-06-30,381950.609862847
ZALL,61100,2011-12-31,570190.083149006
ZALL,179829,2011-08-31,74703.8168464625
ZSFH,26052,2011-01-31,83067.7526194871
Z2BR,92039,2011-07-31,97470.0
Z1BR,63667,2011-05-31,36711.6741770973
Z2BR,274028,2011-10-31,63193.5219026494
Z1BR,67840,2011-08-31,53970.0
ZABT,1818,2011-09-30,26116.7931148251
Z4BR,36841,2011-06-30,140289.660342623
ZATT,2383,2011-07-31,160169.042096438
Z3BR,67646,2011-09-30,181309.0
ZALL,140898,2011-03-31,183216.5921332
Z3BR,16634,2011-06-30,188743.0
Z4BR,2276,2011-10-31,86732.0
ZSFH,274753,2011-03-31,43706.8956978043
Z4BR,32489,2011-10-31,201120.013877471
ZSFH,30621,2011-03-31,164090.651162188
Z4BR,36332,2011-09-30,214591.0
ZSFH,58359,2011-11-30,158044.298509716
Z4BR,61948,2011-06-30,709598.0
Z1BR,65362,2011-02-28,142532.0
ZABT,23680,2011-01-31,274301.0
Z3BR,74493,2011-05-31,86512.2954409682
Z2BR,24095,2011-09-30,107921.801340723
ZSFH,104404,2011-11-30,34524.6881154315
ZSFH,77133,2011-07-31,55956.6570870878
Z2BR,415919,2011-12-31,170853.703312197
ZALL,23930,2011-06-30,106136.0
ZATT,6236,2011-05-31,293034.933713866
ZSFH,14928,2011-09-30,159587.944358809
ZABT,805,2011-12-31,66977.7442889328
Z2BR,38268,2011-11-30,216724.0
Z2BR,65806,2011-07-31,37629.6488569539
ZALL,39778,2011-03-31,141441.275162984
Z4BR,35088,2011-08-31,159011.86203406
ZSFH,64567,2011-08-31,102112.026264169
ZATT,1564,2011-08-31,200595.077657094
Z3BR,25987,2011-09-30,143969.120687147
Z3BR,37041,2011-03-31,81458.4217256653
Z2BR,5596,2011-06-30,139089.316906791
Z3BR,764038,2011-12-31,103972.543067315
Z2BR,18941,2011-09-30,354092.0
Z5BR,37299,2011-11-30,255076.0
ZATT,8308,2011-08-31,183510.674196545
Z2BR,763666,2011-09-30,137981.0
Z1BR,6112,2011-05-31,217649.208388502
ZCON,72387,2011-06-30,49679.1428122912
ZSFH,41573,2011-02-28,81615.0
ZSFH,89392,2011-09-30,55471.0
ZALL,810844,2011-07-31,110230.662746941
Z5BR,242386,2011-01-31,299835.615145946
Z3BR,809160,2011-06-30,90827.0292220676
Z4BR,21400,2011-01-31,49861.0
Z3BR,48099,2011-10-31,257313.566278316
Z4BR,74460,2011-08-31,82887.0
Z5BR,1921,2011-11-30,241627.436633716
ZSFH,85769,2011-10-31,61058.0
Z4BR,9455,2011-01-31,956625.554570607
ZSFH,53795,2011-03-31,72909.0
Z3BR,24079,2011-03-31,229596.268052967
Z1BR,25837,2011-03-31,118758.0
Z4BR,60302,2011-06-30,434707.0
Z3BR,274640,2011-08-31,85219.0
ZCON,48786,2011-07-31,131864.0
Z2BR,7457,2011-05-31,90026.2738629967
ZALL,54911,2011-05-31,176721.524560239
Z3BR,42126,2011-03-31,145681.35986304
Z2BR,272144,2011-01-31,290334.0
Z1BR,32955,2011-10-31,62690.0
ZCON,276291,2011-10-31,88731.0
Z3BR,268474,2011-08-31,301853.215197854
Z2BR,78879,2011-12-31,84720.0
ZCON,92658,2011-11-30,168745.288455387
Z2BR,41145,2011-09-30,112858.0
ZALL,74796,2011-10-31,47992.0
ZABT,9363,2011-02-28,69544.2553741395
Z2BR,276532,2011-11-30,257528.717867343
ZALL,57299,2011-10-31,247451.056289225
ZSFH,81092,2011-10-31,69856.0
Z4BR,96475,2011-09-30,397272.203090211
Z2BR,97741,2011-02-28,216287.141506024
Z1BR,67074,2011-08-31,145204.907357382
ZSFH,274735,2011-01-31,147458.080711817
Z2BR,60905,2011-02-28,391345.106954034
ZABT,48575,2011-10-31,38360.0
Z2BR,61072,2011-09-30,119655.41092377
Z2BR,397978,2011-09-30,112941.0
ZATT,183810,2011-02-28,216277.387532246
Z2BR,245991,2011-06-30,162411.0
ZSFH,17158,2011-06-30,244354.791554596
ZALL,275382,2011-01-31,110190.757922193
Z3BR,32311,2011-07-31,120867.086256045
Z4BR,39870,2011-11-30,162755.343135758
Z3BR,95111,2011-12-31,148777.0
Z5BR,405841,2011-07-31,148633.0
ZCON,73010,2011-01-31,182500.330963322
Z2BR,84610,2011-02-28,157397.89424321
Z3BR,96620,2011-04-30,275264.0
ZABT,399277,2011-12-31,104430.0
ZALL,23866,2011-10-31,42803.0
Z3BR,42375,2011-02-28,177571.0
Z1BR,41993,2011-02-28,82596.0
Z4BR,43832,2011-08-31,246485.621709797
Z2BR,343381,2011-01-31,53643.0
ZALL,96857,2011-07-31,114798.921562719
Z3BR,115216,2011-03-31,94183.7177746198
Z5BR,98246,2011-02-28,299186.506452836
Z2BR,63342,2011-04-30,85429.0
Z3BR,10014,2011-03-31,99876.0
Z3BR,272106,2011-06-30,59432.3556234799
ZALL,89895,2011-05-31,149805.909908271
Z3BR,90745,2011-11-30,100230.168960565
Z3BR,95167,2011-03-31,146174.980343487
Z5BR,410356,2011-08-31,180197.0
ZSFH,47538,2011-06-30,53616.0
ZSFH,63841,2011-10-31,125928.300065635
Z4BR,17466,2011-02-28,505648.31030236
ZSFH,66987,2011-07-31,246826.506463762
Z5BR,200456,2011-06-30,76732.0
Z4BR,90367,2011-05-31,121569.701146643
Z4BR,67050,2011-02-28,207224.228949374
Z3BR,397107,2011-01-31,332645.0
ZCON,415907,2011-12-31,68983.1838617628
ZSFH,276545,2011-10-31,112219.618678685
Z4BR,40295,2011-03-31,191187.0
Z3BR,55852,2011-04-30,237506.983247665
ZALL,20063,2011-02-28,110432.411909237
Z4BR,79339,2011-07-31,105908.0
Z5BR,54414,2011-04-30,437106.285334262
Z3BR,22627,2011-09-30,216238.0
Z4BR,47736,2011-06-30,130885.876843163
Z2BR,67441,2011-06-30,205744.062646543
ZSFH,54096,2011-11-30,271485.0
Z4BR,80721,2011-12-31,188838.0
ZALL,6341,2011-12-31,101962.0
ZCON,60950,2011-12-31,110068.0
Z3BR,86373,2011-11-30,73673.1503751007
Z5BR,37259,2011-01-31,295673.0
Z5BR,77132,2011-11-30,213410.988649502
ZALL,273565,2011-04-30,290842.218470665
ZSFH,826625,2011-10-31,353999.803833302
Z5BR,24793,2011-12-31,126699.0
Z4BR,274774,2011-04-30,125224.234221817
Z3BR,61653,2011-12-31,679473.0
Z4BR,76648,2011-06-30,140388.804316994
ZALL,247304,2011-06-30,185231.0
ZALL,52706,2011-09-30,70726.0350043089
ZSFH,2916,2011-04-30,149050.0
ZSFH,81389,2011-06-30,124311.511319901
Z3BR,77341,2011-05-31,74073.8635693732
ZALL,196,2011-09-30,135615.0
Z3BR,18361,2011-03-31,46516.0
ZALL,65757,2011-03-31,441373.335387957
ZALL,738067,2011-12-31,461231.448621023
Z3BR,96159,2011-09-30,436804.983845176
Z3BR,1184,2011-09-30,89303.7467364272
ZATT,16515,2011-08-31,133568.545572807
Z3BR,22128,2011-12-31,124544.875339215
Z3BR,19437,2011-07-31,113577.937057912
ZCON,3262,2011-03-31,176535.0
Z5BR,804314,2011-09-30,283863.060401901
Z3BR,64793,2011-10-31,182853.588588298
Z3BR,275716,2011-08-31,152576.831825929
Z3BR,38992,2011-04-30,258894.755116488
Z3BR,65147,2011-10-31,99586.9780389891
ZSFH,14963,2011-06-30,167386.142092323
ZSFH,761894,2011-01-31,204236.193792865
ZSFH,18912,2011-06-30,499194.193477069
Z1BR,44601,2011-11-30,46252.0
ZSFH,1147,2011-09-30,70809.7603254601
Z3BR,821674,2011-12-31,117099.268915804
ZABT,30153,2011-09-30,70298.0
Z3BR,81854,2011-08-31,124591.904144272
ZALL,276585,2011-01-31,63926.4837904594
ZSFH,395171,2011-08-31,130097.269045264
ZSFH,813841,2011-09-30,548898.620566318
Z4BR,20209,2011-05-31,48399.0
Z4BR,13494,2011-08-31,113928.0
ZSFH,826400,2011-04-30,135044.572179259
ZCON,90612,2011-07-31,142343.0
Z5BR,71225,2011-05-31,225637.779580102
ZATT,6448,2011-10-31,207979.290181414
Z4BR,34600,2011-12-31,191830.0
ZALL,763956,2011-03-31,33495.1715213318
Z5BR,81179,2011-11-30,188397.0
Z3BR,52564,2011-10-31,119091.244245618
ZATT,57220,2011-05-31,82895.0
ZALL,98227,2011-06-30,510256.0
Z3BR,20209,2011-10-31,47123.0
ZALL,13881,2011-02-28,170854.587926419
ZATT,30997,2011-07-31,284598.618477586
Z3BR,64762,2011-06-30,58690.0
Z5BR,416933,2011-11-30,122225.0
Z3BR,98487,2011-07-31,190294.0
Z4BR,30325,2011-07-31,288814.830457574
ZSFH,111394,2011-05-31,251464.054101751
Z4BR,93195,2011-08-31,203686.529353749
