indicator_id,region_id,date,value
Z4BR,269603,2003-04-30,374776.740327156
ZCON,19186,2003-12-31,107834.0
ZABT,25444,2003-03-31,43584.0
Z4BR,2851,2003-02-28,255261.93710014
ZCON,270413,2003-03-31,134954.0
ZATT,2785,2003-03-31,183878.067933647
ZATT,25069,2003-07-31,202921.767982756
Z2BR,403520,2003-11-30,217210.124426882
Z4BR,398086,2003-01-31,238140.0
Z5BR,272238,2003-10-31,164560.0
Z3BR,73659,2003-05-31,95094.0
Z4BR,78018,2003-08-31,141442.0
ZALL,267842,2003-08-31,421521.0
Z1BR,272874,2003-02-28,92604.0
Z3BR,32302,2003-05-31,166993.966885866
Z1BR,99710,2003-11-30,114383.0
Z1BR,77382,2003-07-31,53548.0323138855
ZABT,44724,2003-07-31,34929.0
ZALL,97547,2003-06-30,424200.252380214
Z4BR,271952,2003-01-31,323737.0
ZATT,50949,2003-10-31,166516.0
Z5BR,39866,2003-05-31,353854.0
ZSFH,63099,2003-07-31,89664.8355009992
Z3BR,816812,2003-01-31,76668.6119868787
ZALL,271924,2003-04-30,167971.18364099
Z2BR,59444,2003-03-31,78462.3092948556
Z2BR,28701,2003-02-28,360349.0
Z2BR,77601,2003-09-30,64619.0
Z3BR,396078,2003-09-30,183973.896133146
ZSFH,63560,2003-11-30,145069.467695652
ZABT,6070,2003-04-30,24413.0
ZCON,45602,2003-01-31,207786.031006334
Z3BR,63408,2003-10-31,108787.0
Z4BR,9281,2003-03-31,121904.0
ZATT,33840,2003-08-31,898438.674740592
ZSFH,60347,2003-04-30,234802.255536124
Z3BR,826315,2003-06-30,91518.9099506091
Z5BR,6932,2003-04-30,254868.990147608
ZALL,67723,2003-03-31,180636.749603941
ZATT,43815,2003-10-31,258091.238953813
Z2BR,77010,2003-07-31,65270.5892608877
Z2BR,670,2003-02-28,49515.3549282261
ZALL,273768,2003-10-31,95025.0938257264
Z3BR,422762,2003-03-31,90530.5760827661
Z3BR,22911,2003-11-30,516270.571784093
ZATT,398548,2003-03-31,322119.597660193
ZALL,76774,2003-06-30,97710.0856964228
Z5BR,67320,2003-10-31,219013.0
Z4BR,93688,2003-03-31,173764.116787756
ZALL,397383,2003-09-30,300207.182969855
Z3BR,24911,2003-04-30,137952.0
ZSFH,60585,2003-06-30,432678.410611025
Z3BR,22157,2003-07-31,115285.505030751
Z4BR,63091,2003-10-31,53369.0
ZCON,30909,2003-01-31,177438.718732882
Z5BR,60799,2003-01-31,1505215.13184618
Z3BR,394521,2003-03-31,111649.0
Z4BR,63684,2003-03-31,486702.0
Z2BR,27177,2003-01-31,191418.175851319
Z2BR,2309,2003-11-30,49459.0
ZSFH,87894,2003-05-31,134708.876275939
ZALL,32964,2003-05-31,149016.640089285
ZSFH,416721,2003-04-30,105654.265417035
Z2BR,362,2003-03-31,100844.084760255
ZSFH,275390,2003-03-31,89727.0
Z5BR,269755,2003-05-31,397322.442719754
ZALL,40059,2003-09-30,123628.621492838
ZCON,58587,2003-03-31,251796.56206332
Z4BR,96507,2003-09-30,252296.955894254
ZALL,62870,2003-01-31,116396.0
ZABT,37866,2003-09-30,146807.0
Z2BR,10538,2003-11-30,65674.0
ZABT,1854,2003-09-30,81973.0
Z3BR,29307,2003-03-31,78871.5236739972
ZSFH,273694,2003-06-30,191204.0
Z3BR,64424,2003-06-30,109162.0
Z3BR,58205,2003-07-31,174123.623069943
Z3BR,403142,2003-02-28,606333.354411679
ZSFH,39217,2003-06-30,87156.1114635354
ZABT,41987,2003-06-30,300135.408043261
ZABT,56981,2003-05-31,131108.848214343
ZABT,126011,2003-01-31,130865.691180345
Z3BR,54330,2003-05-31,225187.0
Z1BR,79990,2003-06-30,86493.0
ZATT,17339,2003-06-30,124312.733245192
ZATT,48592,2003-10-31,262847.581415892
Z1BR,5266,2003-05-31,155378.414246927
ZCON,97495,2003-05-31,303243.715470276
Z5BR,70952,2003-12-31,262388.98907329
Z4BR,45548,2003-12-31,133342.010943244
Z3BR,826200,2003-03-31,235781.251412014
Z2BR,56098,2003-02-28,41813.0
Z4BR,271084,2003-03-31,214023.0
Z3BR,75945,2003-11-30,73358.7561978335
ZALL,738010,2003-08-31,219354.573548758
Z4BR,51002,2003-04-30,122716.0
Z3BR,67224,2003-07-31,255172.045013734
Z4BR,31639,2003-02-28,144916.655795008
ZALL,15607,2003-09-30,145207.044586207
Z5BR,39132,2003-12-31,349290.0
ZSFH,73931,2003-08-31,107159.150139126
ZATT,47047,2003-09-30,156831.000612391
Z2BR,13051,2003-03-31,144469.201026931
Z3BR,48574,2003-04-30,179629.430036252
ZALL,269481,2003-05-31,92242.7952997124
Z1BR,63746,2003-02-28,78179.0
ZSFH,71512,2003-09-30,375522.362236429
ZALL,809936,2003-06-30,123726.582924905
Z5BR,13245,2003-02-28,280973.0
ZSFH,257087,2003-03-31,74030.0
ZALL,763609,2003-01-31,31025.0500827891
Z5BR,2408,2003-10-31,200477.89229313
ZABT,40102,2003-02-28,63047.0
ZSFH,50793,2003-12-31,354397.0
ZALL,73229,2003-07-31,188152.029689391
ZSFH,11449,2003-05-31,193033.094327617
Z4BR,2861,2003-11-30,128073.0
ZALL,63340,2003-09-30,53498.0
ZALL,6278,2003-07-31,177942.151548931
ZALL,60853,2003-06-30,321199.064039421
Z5BR,271895,2003-11-30,203751.0
Z5BR,271096,2003-10-31,274130.0
Z2BR,52580,2003-01-31,73563.5184263282
ZCON,817446,2003-03-31,30279.4039312009
Z5BR,80166,2003-04-30,107372.0
ZALL,753820,2003-11-30,65799.1972383314
ZSFH,180031,2003-11-30,188072.0
ZCON,1448,2003-01-31,100834.899417629
ZSFH,5712,2003-10-31,97602.0
Z1BR,22671,2003-04-30,159934.86596428
Z2BR,58848,2003-08-31,218628.353041151
Z5BR,96295,2003-10-31,884283.906317874
ZALL,81224,2003-05-31,158043.884447682
Z3BR,77696,2003-11-30,60458.6525059359
ZALL,275824,2003-09-30,482691.653678306
Z2BR,21417,2003-06-30,152369.717801906
Z2BR,35945,2003-02-28,89540.4531420051
ZALL,39470,2003-11-30,91829.3753024618
ZALL,761758,2003-07-31,302521.0721996
Z1BR,42375,2003-03-31,129040.0
ZCON,394825,2003-08-31,115869.0
ZSFH,3097,2003-05-31,170580.529087974
Z2BR,92304,2003-01-31,40582.4868582133
ZSFH,272082,2003-10-31,135104.750450671
Z5BR,163,2003-09-30,90103.0
ZATT,9321,2003-05-31,1355850.0
ZALL,272004,2003-10-31,155858.639900588
ZABT,124733,2003-04-30,84264.0
Z2BR,59766,2003-09-30,154610.0
ZATT,37913,2003-10-31,389534.257161497
Z5BR,48703,2003-08-31,82922.0
ZCON,96395,2003-05-31,290938.49108245
Z4BR,273086,2003-03-31,281198.773875647
ZALL,97118,2003-12-31,442597.024695597
Z4BR,189093,2003-06-30,706502.0
Z3BR,56580,2003-09-30,213401.458925178
Z4BR,90249,2003-12-31,239073.088051714
Z3BR,18804,2003-08-31,54725.0
ZATT,30361,2003-08-31,152773.921552585
Z5BR,17388,2003-11-30,180931.0
ZCON,81306,2003-05-31,105925.0
ZABT,2885,2003-01-31,198442.035167064
ZCON,25483,2003-01-31,67627.5398793748
Z2BR,82117,2003-02-28,173804.390199068
Z3BR,2206,2003-02-28,132199.011429062
ZATT,19799,2003-03-31,250633.568328903
ZALL,763678,2003-09-30,104269.0
ZCON,786332,2003-06-30,609294.493058958
ZABT,25051,2003-07-31,26275.0
Z4BR,63674,2003-03-31,57464.1020080639
Z3BR,115372,2003-03-31,325710.714711763
ZALL,761521,2003-08-31,82926.0450409829
ZCON,96371,2003-09-30,183986.134199446
ZABT,39325,2003-08-31,49376.2116501061
Z4BR,58344,2003-03-31,198679.470645098
ZALL,89408,2003-05-31,144463.944216596
ZCON,78007,2003-01-31,137445.0
Z3BR,63913,2003-03-31,112499.041093357
ZABT,51946,2003-07-31,40395.0
ZSFH,10934,2003-05-31,178235.656582748
Z4BR,45508,2003-02-28,143570.0
ZABT,18053,2003-06-30,211483.424789526
ZALL,100091,2003-09-30,124873.512985378
ZSFH,63057,2003-01-31,61748.5964579988
Z1BR,62327,2003-01-31,163001.0
ZABT,25152,2003-02-28,108765.564374081
Z2BR,26366,2003-05-31,105668.735768962
Z2BR,73282,2003-03-31,134532.0
Z4BR,214217,2003-08-31,98034.0
Z5BR,77324,2003-09-30,100881.0
Z3BR,762538,2003-11-30,429523.532688972
ZALL,262270,2003-10-31,76673.3105626361
Z2BR,74411,2003-02-28,54791.9909783967
ZSFH,44825,2003-02-28,54804.0
ZALL,81097,2003-05-31,153011.0
Z3BR,59037,2003-01-31,180380.165758495
ZSFH,806323,2003-12-31,86265.7179182216
Z3BR,72048,2003-10-31,102742.334319566
ZSFH,27182,2003-04-30,282312.334039697
Z2BR,33341,2003-04-30,139328.039584088
ZSFH,762209,2003-11-30,286902.355657683
ZALL,48338,2003-10-31,135106.817971222
ZALL,151031,2003-08-31,93379.3380755941
ZATT,45457,2003-07-31,652423.378936213
ZATT,6824,2003-05-31,424496.909137055
Z4BR,267964,2003-03-31,124903.0
ZALL,59323,2003-07-31,171095.132932014
Z4BR,60971,2003-01-31,184030.829662721
ZABT,23181,2003-06-30,51047.4238506599
Z5BR,396078,2003-03-31,307713.0
ZSFH,73035,2003-07-31,282789.836176838
Z3BR,764269,2003-01-31,354426.455040339
Z5BR,35721,2003-12-31,164262.0
Z5BR,6889,2003-11-30,178625.0
ZSFH,816089,2003-04-30,718100.045235794
Z2BR,30280,2003-09-30,495297.0
Z2BR,2762,2003-08-31,112932.0
Z3BR,157222,2003-09-30,163074.651916764
Z3BR,62446,2003-09-30,92821.0
ZCON,97844,2003-09-30,330993.0
Z5BR,48319,2003-06-30,81948.0
ZCON,274577,2003-04-30,245556.0
ZATT,7195,2003-10-31,141935.607309748
ZALL,342761,2003-03-31,156026.013392617
Z4BR,6051,2003-02-28,114943.0
Z4BR,47834,2003-08-31,154049.0
Z3BR,398427,2003-01-31,41575.0
Z1BR,30048,2003-10-31,260417.0
ZABT,19811,2003-03-31,316636.920740717
Z4BR,70725,2003-03-31,138210.93292932
Z4BR,24930,2003-10-31,425081.424123172
ZSFH,46317,2003-04-30,74216.0
ZABT,3798,2003-10-31,52540.0
ZSFH,96662,2003-09-30,439335.406960514
Z2BR,826192,2003-12-31,50755.7572794376
ZSFH,36562,2003-06-30,149015.0
Z1BR,20323,2003-07-31,75981.0
ZSFH,10117,2003-09-30,111399.0
Z3BR,267236,2003-07-31,190759.0
Z3BR,72653,2003-06-30,124290.679910117
Z1BR,48563,2003-11-30,168190.0
ZSFH,42317,2003-06-30,163365.957308516
ZSFH,38670,2003-07-31,97217.4980030609
Z2BR,37920,2003-08-31,172223.0
Z2BR,32600,2003-04-30,164248.263778356
ZSFH,16344,2003-04-30,127814.640255282
Z4BR,6840,2003-04-30,1962361.7396613
Z5BR,79799,2003-08-31,315125.860685414
ZABT,395158,2003-02-28,57776.7457066451
ZSFH,342750,2003-10-31,166853.380146325
Z3BR,13163,2003-12-31,142140.597690658
Z2BR,64037,2003-07-31,86205.0
ZSFH,70819,2003-07-31,135844.040055174
ZATT,398466,2003-04-30,253643.0
Z3BR,65340,2003-06-30,134293.0
Z4BR,74116,2003-05-31,115325.331051251
ZATT,281,2003-12-31,266090.562804548
Z1BR,40305,2003-02-28,24316.0
Z3BR,398949,2003-04-30,72637.0
Z4BR,65693,2003-04-30,185551.378515597
Z3BR,18465,2003-09-30,286537.0
ZALL,14041,2003-10-31,208286.829544087
Z4BR,763276,2003-05-31,114489.0
ZSFH,43885,2003-05-31,100181.471708122
ZATT,33337,2003-07-31,289547.20758706
ZSFH,7798,2003-07-31,94299.6844513315
ZALL,10337,2003-07-31,155988.435615517
Z3BR,97897,2003-11-30,726827.0
ZSFH,276510,2003-11-30,133585.0
ZALL,762836,2003-03-31,729196.941119167
ZATT,37716,2003-07-31,207869.481705115
Z1BR,84371,2003-06-30,187653.0
Z5BR,69750,2003-02-28,195514.742128253
Z2BR,64709,2003-06-30,113905.0
Z3BR,66914,2003-07-31,61973.2536018126
Z2BR,71819,2003-10-31,64676.0
Z4BR,74748,2003-05-31,106349.0
Z3BR,96943,2003-02-28,416589.443904732
Z3BR,35618,2003-06-30,208668.0
ZSFH,416419,2003-12-31,143631.920131664
Z3BR,27376,2003-04-30,119402.64932928
Z2BR,2557,2003-11-30,51265.2456228293
Z4BR,65998,2003-11-30,242062.597989368
ZALL,93634,2003-07-31,130416.23956037
ZALL,417193,2003-12-31,181343.0
ZSFH,73118,2003-08-31,85154.0
Z5BR,2454,2003-09-30,92870.0
ZALL,11163,2003-05-31,209893.477250226
Z2BR,92306,2003-01-31,49199.0289927906
ZALL,83099,2003-07-31,110081.0
ZSFH,66997,2003-09-30,194039.434579401
ZSFH,395539,2003-08-31,233745.434428892
ZCON,414564,2003-03-31,107766.0
Z4BR,804407,2003-03-31,173894.805600909
ZCON,403288,2003-04-30,177167.0
Z3BR,826276,2003-09-30,132053.027753141
ZCON,38590,2003-11-30,146519.675866726
ZALL,17787,2003-06-30,112121.0
Z2BR,273858,2003-01-31,145194.0
Z3BR,168161,2003-11-30,218345.0
Z3BR,12762,2003-01-31,251058.947263514
Z4BR,58983,2003-08-31,174193.528558127
Z2BR,65041,2003-12-31,88612.9516877729
Z4BR,11787,2003-09-30,122037.0
Z3BR,94447,2003-11-30,144211.12389928
Z1BR,71204,2003-04-30,154921.0
Z3BR,77096,2003-06-30,141933.874276642
Z3BR,28346,2003-02-28,93775.3820150008
Z5BR,62592,2003-05-31,131587.0
Z2BR,60069,2003-11-30,71031.0
ZCON,70022,2003-04-30,72164.0
Z1BR,58410,2003-11-30,330380.0
ZABT,623,2003-04-30,43098.2198854037
Z2BR,1002,2003-02-28,64104.6511486007
ZALL,73288,2003-07-31,154643.962744093
Z2BR,77030,2003-09-30,88218.9936742566
ZALL,26531,2003-04-30,367915.037942311
Z5BR,418038,2003-10-31,380652.0
ZALL,69675,2003-10-31,108545.672012845
ZSFH,762834,2003-12-31,386766.15326541
Z3BR,32735,2003-12-31,179649.369463405
Z1BR,99964,2003-12-31,156233.0
Z5BR,72543,2003-06-30,719632.384570347
Z5BR,19716,2003-01-31,363884.553730696
Z3BR,93512,2003-12-31,95236.0
Z3BR,276323,2003-11-30,91951.0
Z3BR,273958,2003-12-31,69936.0
Z1BR,50551,2003-04-30,117541.0
ZSFH,274209,2003-06-30,240051.0
ZATT,47210,2003-10-31,1319469.96277193
Z2BR,272307,2003-01-31,155422.0
Z3BR,913,2003-12-31,104491.0
ZATT,4904,2003-06-30,245677.142446589
Z5BR,762832,2003-05-31,258236.0
Z5BR,93816,2003-05-31,5504986.61133694
Z4BR,4741,2003-03-31,407343.0
ZALL,11111,2003-05-31,1526790.0
ZSFH,36315,2003-10-31,99777.4648866265
Z4BR,159,2003-03-31,127434.692743317
ZALL,805295,2003-07-31,149640.844240628
ZALL,62573,2003-01-31,119282.439091478
Z5BR,52995,2003-08-31,173491.0
Z2BR,762209,2003-04-30,210240.118842656
Z2BR,30238,2003-12-31,57499.0
ZSFH,271471,2003-02-28,56435.4686052886
Z4BR,78929,2003-05-31,239702.023077198
Z3BR,269817,2003-11-30,102648.153785329
Z5BR,71480,2003-12-31,77443.0
Z4BR,71313,2003-10-31,190550.862512289
ZATT,21558,2003-06-30,90400.5942962219
Z1BR,100352,2003-06-30,98320.0
Z5BR,6839,2003-05-31,991163.333766522
Z4BR,40452,2003-08-31,101211.0
Z2BR,20537,2003-06-30,538127.086942499
Z3BR,821333,2003-01-31,110937.440051554
Z5BR,400,2003-04-30,196461.944128285
Z2BR,60928,2003-10-31,128341.64381082
Z1BR,85258,2003-07-31,124103.0
Z2BR,78093,2003-07-31,106828.0
Z5BR,394619,2003-09-30,298474.896393825
ZSFH,74825,2003-07-31,87667.4686112475
ZABT,3128,2003-12-31,132948.350718862
Z5BR,67147,2003-09-30,940260.32539577
ZSFH,34823,2003-01-31,84030.6711788303
Z2BR,98299,2003-06-30,279304.016227569
Z3BR,29965,2003-01-31,151586.964648822
ZATT,20885,2003-04-30,176105.559602933
Z3BR,88208,2003-06-30,116506.0
ZCON,72811,2003-07-31,87466.7007392369
Z3BR,416613,2003-12-31,71957.3449879846
Z2BR,9310,2003-12-31,85391.6404082227
ZALL,275747,2003-04-30,47362.0
ZSFH,82391,2003-10-31,66147.0
Z4BR,41466,2003-05-31,308041.587476452
ZSFH,41335,2003-11-30,76641.4139974771
Z5BR,95039,2003-10-31,259671.0
ZALL,417964,2003-05-31,146848.0
ZSFH,397120,2003-05-31,89630.0
ZCON,79446,2003-07-31,177019.0
ZALL,2789,2003-03-31,79160.0222349213
Z4BR,13030,2003-06-30,120639.0
ZABT,397546,2003-03-31,140987.467154554
ZSFH,42173,2003-05-31,57988.3504540874
Z4BR,417747,2003-05-31,306459.0
Z3BR,76729,2003-12-31,42111.0
Z4BR,13347,2003-06-30,663930.0
Z5BR,763714,2003-06-30,87627.0
ZSFH,44153,2003-07-31,260085.528707741
ZALL,92050,2003-11-30,78342.2074124025
ZABT,21653,2003-04-30,45036.0
Z3BR,43207,2003-12-31,211332.137019792
Z5BR,60208,2003-10-31,350780.0
ZALL,52601,2003-03-31,104355.0
Z4BR,46841,2003-12-31,104982.0
ZCON,395625,2003-08-31,249198.216646162
ZALL,762275,2003-05-31,383017.0
Z3BR,38476,2003-01-31,161791.781834642
Z4BR,69599,2003-04-30,192002.0
ZALL,343477,2003-07-31,109226.151416235
ZALL,761119,2003-06-30,296351.0
Z5BR,4754,2003-09-30,405683.0
Z5BR,416126,2003-03-31,470751.0
ZSFH,66268,2003-05-31,342579.48260903
ZATT,38474,2003-11-30,362226.469784495
ZCON,2753,2003-06-30,102658.0
Z2BR,44483,2003-05-31,80819.0
ZALL,66710,2003-07-31,322514.778541565
Z4BR,201836,2003-10-31,79862.0
Z2BR,399418,2003-03-31,118484.74884919
ZSFH,394802,2003-03-31,62917.1996956296
ZALL,398642,2003-04-30,173618.591163807
ZSFH,826585,2003-12-31,556162.185253733
Z4BR,273702,2003-10-31,179622.0
Z5BR,93848,2003-11-30,5794777.0
Z2BR,171005,2003-09-30,170619.058812507
Z3BR,763999,2003-02-28,133773.0
ZALL,30405,2003-01-31,122453.0
ZSFH,77174,2003-03-31,51539.9751045538
ZATT,6771,2003-07-31,115771.808902161
ZATT,42119,2003-10-31,106065.0
ZSFH,416594,2003-10-31,100389.995684454
Z4BR,62768,2003-11-30,138164.0
Z1BR,65334,2003-02-28,98025.0
Z3BR,753835,2003-05-31,151058.0
Z5BR,72477,2003-07-31,408814.646027981
ZALL,70949,2003-12-31,184405.959193119
ZSFH,90047,2003-12-31,54813.0
ZSFH,819143,2003-12-31,54532.8577643078
ZALL,208857,2003-05-31,102605.160561231
ZALL,416137,2003-12-31,193017.0
Z4BR,63222,2003-03-31,47615.0
ZABT,43129,2003-02-28,31479.641462783
ZSFH,16185,2003-02-28,131140.423291562
Z4BR,398147,2003-02-28,301980.677337271
Z3BR,416853,2003-06-30,463529.0
Z2BR,786315,2003-04-30,715216.497866964
Z4BR,271863,2003-03-31,187537.0
ZCON,82253,2003-11-30,198773.761189636
Z3BR,60875,2003-04-30,463263.0
Z3BR,978,2003-05-31,96921.316588105
ZSFH,806854,2003-02-28,82553.0095042402
ZSFH,74304,2003-06-30,102842.842336215
Z3BR,273156,2003-11-30,94743.2041728261
ZSFH,62640,2003-07-31,188014.215437774
Z2BR,76535,2003-05-31,119868.776315812
Z1BR,65308,2003-12-31,144661.0
Z2BR,61049,2003-04-30,90695.9131740316
ZSFH,148421,2003-02-28,191797.221450707
ZSFH,75645,2003-03-31,102608.0
Z5BR,75560,2003-11-30,309335.178375959
ZATT,770,2003-11-30,334909.026649572
Z4BR,95753,2003-03-31,223947.005409258
Z2BR,78711,2003-05-31,136370.0
Z5BR,62246,2003-08-31,269270.140216764
ZCON,1300,2003-03-31,134385.0
ZALL,98164,2003-10-31,159721.466273543
Z1BR,32624,2003-03-31,36770.0
ZSFH,11393,2003-07-31,125658.277411986
Z4BR,97148,2003-10-31,97864.0
Z2BR,78184,2003-10-31,75476.6056385077
ZSFH,75964,2003-08-31,44413.0
ZALL,1859,2003-08-31,116172.958286623
Z3BR,97003,2003-12-31,304946.825286605
Z2BR,827567,2003-04-30,80053.957926441
ZATT,17688,2003-03-31,167678.497716816
Z3BR,66246,2003-07-31,287049.778417121
Z1BR,2735,2003-12-31,134454.0
ZATT,28341,2003-04-30,230629.882322337
ZALL,85891,2003-08-31,149643.317574616
Z3BR,93314,2003-03-31,339783.0
Z3BR,41574,2003-02-28,159953.601743158
Z5BR,80073,2003-06-30,283895.0
Z4BR,91894,2003-05-31,219779.444328528
ZABT,395893,2003-08-31,100788.723307091
ZALL,737795,2003-06-30,226564.0
Z3BR,45387,2003-08-31,87872.520350239
Z3BR,142087,2003-10-31,90196.2440083157
ZALL,62739,2003-10-31,139406.79174114
Z1BR,58942,2003-07-31,184804.0
Z3BR,95954,2003-12-31,268551.189423389
Z4BR,33218,2003-07-31,84313.0
ZALL,75925,2003-03-31,70753.9769382136
ZALL,31502,2003-01-31,51036.1181932966
ZALL,276108,2003-07-31,81231.7446339493
ZSFH,97995,2003-06-30,429886.982520279
Z4BR,753737,2003-10-31,217973.0
Z1BR,764100,2003-05-31,283901.0
Z2BR,761268,2003-09-30,70782.7620298579
ZATT,47771,2003-12-31,281753.676194477
ZALL,61194,2003-01-31,322152.159102969
Z5BR,416069,2003-12-31,810565.0
Z5BR,155683,2003-08-31,391808.0
ZSFH,24720,2003-09-30,89774.5009373296
Z2BR,27476,2003-07-31,39775.9604643485
Z5BR,32157,2003-11-30,189977.0
ZALL,274715,2003-03-31,75158.0
ZALL,74232,2003-05-31,145126.429397353
ZSFH,77303,2003-12-31,46484.468200046
ZALL,34249,2003-05-31,116128.735730442
Z2BR,29746,2003-06-30,172005.316727533
Z3BR,776498,2003-11-30,344642.16817677
ZSFH,92666,2003-05-31,226293.478372863
ZSFH,812875,2003-10-31,105641.781563956
ZALL,273468,2003-02-28,215580.550363789
Z3BR,30993,2003-11-30,118057.199815645
ZATT,32979,2003-12-31,204097.317981598
ZALL,89500,2003-09-30,36579.0
Z1BR,82289,2003-07-31,312447.0
ZATT,30302,2003-11-30,70946.0
Z2BR,73954,2003-09-30,83370.0991387194
Z4BR,271353,2003-06-30,550587.0
ZALL,19794,2003-07-31,206995.389121411
Z3BR,41055,2003-04-30,153844.874486943
ZALL,276411,2003-05-31,308150.680926238
Z3BR,85265,2003-12-31,82565.0
Z2BR,762649,2003-02-28,825276.0
ZSFH,396680,2003-06-30,193819.593677813
Z4BR,268371,2003-11-30,431751.0
Z1BR,271842,2003-07-31,128795.0
Z5BR,2792,2003-04-30,119310.062841806
Z4BR,115372,2003-04-30,371612.0
ZSFH,33258,2003-09-30,169727.65800817
Z3BR,32982,2003-11-30,91478.101431356
ZABT,54791,2003-06-30,72855.7198814889
Z2BR,827229,2003-03-31,98413.6760054174
Z3BR,37294,2003-09-30,80637.0
ZATT,10483,2003-05-31,127815.423408421
ZALL,98430,2003-06-30,246529.651420954
Z1BR,51021,2003-04-30,161556.0
Z5BR,62474,2003-06-30,298888.113573495
ZATT,6461,2003-09-30,121047.0
ZSFH,62895,2003-05-31,109124.045341329
Z5BR,34741,2003-05-31,166447.0
ZALL,274282,2003-06-30,676635.062215533
Z3BR,97569,2003-11-30,878175.998970019
ZALL,59928,2003-10-31,140956.735987946
ZALL,91292,2003-07-31,125380.657394219
Z5BR,395221,2003-12-31,130453.055848425
ZALL,80029,2003-03-31,76285.0
Z2BR,74736,2003-10-31,35768.0
Z3BR,71541,2003-07-31,65469.0
ZABT,32979,2003-11-30,71673.408846809
Z3BR,394896,2003-11-30,108694.528742351
Z4BR,72600,2003-06-30,348757.436503404
ZSFH,943,2003-09-30,165272.72185501
ZALL,12642,2003-04-30,139630.30243488
ZSFH,270353,2003-03-31,110041.929953858
ZALL,761141,2003-06-30,46893.6509780401
ZSFH,63520,2003-07-31,129090.138099862
Z2BR,52244,2003-11-30,201892.0
ZCON,95792,2003-09-30,84068.0
Z2BR,263648,2003-12-31,376789.933024759
ZSFH,53818,2003-09-30,143157.13400576
ZSFH,94740,2003-06-30,179090.905819509
Z3BR,268395,2003-02-28,423771.57196519
ZCON,1296,2003-12-31,68295.0
Z3BR,399619,2003-07-31,206017.180230723
ZSFH,31525,2003-06-30,195610.634272257
Z5BR,97075,2003-09-30,430330.68690233
Z5BR,753711,2003-09-30,159259.0
Z3BR,69752,2003-01-31,101911.551048652
Z5BR,71842,2003-09-30,170413.0
ZALL,261871,2003-05-31,283056.285170363
ZALL,44795,2003-04-30,194461.746094492
ZABT,21412,2003-08-31,343590.530486117
ZATT,12196,2003-10-31,299118.0
ZALL,99797,2003-02-28,112511.275735293
Z2BR,38915,2003-08-31,65484.1994212398
Z5BR,73936,2003-01-31,585075.0
Z2BR,273481,2003-11-30,316393.0
Z4BR,76996,2003-09-30,265709.054593962
ZCON,39235,2003-09-30,51980.0
Z2BR,22155,2003-08-31,121682.788371585
ZSFH,38470,2003-04-30,134567.434129216
ZALL,84452,2003-03-31,227522.276788504
Z5BR,58655,2003-05-31,674681.0
ZSFH,80539,2003-06-30,75539.0
ZATT,18689,2003-09-30,131518.116932349
Z5BR,24889,2003-12-31,291883.096824576
ZSFH,816681,2003-08-31,184657.86126142
ZABT,29480,2003-09-30,119858.334363289
ZALL,69891,2003-12-31,76654.807391473
Z5BR,344,2003-01-31,290603.929028818
Z4BR,33431,2003-03-31,148083.0
ZSFH,30805,2003-11-30,137375.485173687
Z3BR,71947,2003-07-31,89005.1023887054
ZATT,36926,2003-03-31,723345.0
ZALL,36557,2003-06-30,210221.559387239
ZSFH,268404,2003-06-30,244572.728586259
ZATT,25969,2003-09-30,228859.331764623
ZABT,39173,2003-12-31,25822.0
Z2BR,762970,2003-03-31,180494.0
Z3BR,47285,2003-11-30,128178.0
Z5BR,74063,2003-01-31,312992.0
Z5BR,416305,2003-04-30,454175.0
Z1BR,62738,2003-04-30,69295.0
Z5BR,65308,2003-04-30,274904.0
Z3BR,69454,2003-06-30,189141.446463661
ZALL,66054,2003-10-31,124687.248541521
Z4BR,42080,2003-03-31,437628.26260725
ZSFH,268304,2003-10-31,569638.088375346
Z5BR,36211,2003-03-31,165114.0
ZSFH,98428,2003-09-30,395937.2181137
ZABT,27807,2003-02-28,41029.0
Z4BR,94272,2003-05-31,143674.0
ZSFH,51996,2003-10-31,253410.267281189
Z4BR,273142,2003-12-31,145367.0
Z5BR,272724,2003-01-31,178176.263832395
ZSFH,62779,2003-02-28,99004.0745634242
ZALL,56666,2003-02-28,219799.806606868
ZSFH,416714,2003-09-30,135873.821191304
ZALL,65784,2003-12-31,171008.627821284
Z5BR,201003,2003-07-31,89464.8914196393
ZSFH,99762,2003-07-31,180049.0
ZABT,6677,2003-09-30,25362.0
ZSFH,810822,2003-03-31,223423.006770489
Z5BR,11773,2003-08-31,357641.536384942
Z1BR,62589,2003-10-31,153786.0
ZATT,38646,2003-04-30,393388.300708664
Z4BR,274726,2003-09-30,158985.985336921
ZCON,12318,2003-04-30,69666.0
ZALL,269838,2003-11-30,76635.0
Z5BR,72429,2003-03-31,252108.0
ZSFH,76979,2003-09-30,260871.803366739
ZSFH,395092,2003-12-31,134537.0
Z2BR,273840,2003-08-31,97888.0
Z1BR,63612,2003-07-31,65064.0
ZSFH,763434,2003-06-30,61811.1060690877
Z3BR,417739,2003-01-31,204531.0
ZALL,2687,2003-03-31,51100.0328879071
Z1BR,61969,2003-02-28,184803.0
ZSFH,4399,2003-03-31,253841.241154336
ZALL,28241,2003-06-30,88376.9748195821
ZSFH,56845,2003-04-30,217304.442698303
ZALL,763093,2003-03-31,316310.96856809
